3305,"יָפוֹ","Yâphôw","yaw-fo'","or יָפוֹא; (Ezra 3:7), from 3302 (יָפָה); beautiful;","Japho, a place in Palestine","Japha, Joppa."
3306,"יָפַח","yâphach","yaw-fakh'","a primitive root;","properly, to breathe hard, i.e. (by implication) to sigh","bewail self."
3307,"יָפֵחַ","yâphêach","yaw-fay'-akh","from 3306 (יָפַח);","properly, puffing, i.e. (figuratively) meditating","such as breathe out."
3308,"יֳפִי","yŏphîy","yof-ee'","from 3302 (יָפָה);","beauty","beauty."
3309,"יָפִיעַ","Yâphîyaʻ","yaw-fee'-ah","from 3313 (יָפַע); bright;","Japhia, the name of a Canaanite, an Israelite, and a place in Palestine","Japhia."
3310,"יַפְלֵט","Yaphlêṭ","yaf-late'","from 6403 (פָּלַט); he will deliver;","Japhlet, an Israelite","Japhlet."
3311,"יַפְלֵטִי","Yaphlêṭîy","yaf-lay-tee'","patronymically from 3310 (יַפְלֵט);","a Japhletite or descendant of Japhlet","Japhleti."
3312,"יְפֻנֶּה","Yᵉphunneh","yef-oon-neh'","from 6437 (פָּנָה); he will be prepared;","Jephunneh, the name of two Israelites","Jephunneh."
3313,"יָפַע","yâphaʻ","yaw-fah'","a primitive root;","to shine","be light, shew self, (cause to) shine (forth)."
3314,"יִפְעָה","yiphʻâh","yif-aw'","from 3313 (יָפַע);","splendor or (figuratively) beauty","brightness."
3315,"יֶפֶת","Yepheth","yeh'-feth","from 6601 (פָּתָה); expansion;","Jepheth, a son of Noah; also his posterity","Japheth."
3316,"יִפְתָּח","Yiphtâch","yif-tawkh'","from 6605 (פָּתַח); he will open;","Jiphtach, an Israelite; also a place in Palestine","Jephthah, Jiphtah."
3317,"יִפְתַּח־אֵל","Yiphtach-ʼêl","yif-tach-ale'","from 6605 (פָּתַח) and 410 (אֵל); God will open;","Jiphtach-el, a place in Palestine","Jiphthah-el."
3318,"יָצָא","yâtsâʼ","yaw-tsaw'","a primitive root;","to go (causatively, bring) out, in a great variety of applications, literally and figuratively, direct and proxim.","[idiom] after, appear, [idiom] assuredly, bear out, [idiom] begotten, break out, bring forth (out, up), carry out, come (abroad, out, thereat, without), [phrase] be condemned, depart(-ing, -ure), draw forth, in the end, escape, exact, fail, fall (out), fetch forth (out), get away (forth, hence, out), (able to, cause to, let) go abroad (forth, on, out), going out, grow, have forth (out), issue out, lay (lie) out, lead out, pluck out, proceed, pull out, put away, be risen, [idiom] scarce, send with commandment, shoot forth, spread, spring out, stand out, [idiom] still, [idiom] surely, take forth (out), at any time, [idiom] to (and fro), utter."
3319,"יְצָא","yᵉtsâʼ","yets-aw'","(Aramaic) corresponding to 3318 (יָצָא)","{to go (causatively, bring) out, in a great variety of applications, literally and figuratively, direct and proxim.}","finish."
3320,"יָצַב","yâtsab","yaw-tsab'","a primitive root;","to place (any thing so as to stay); reflexively, to station, offer, continue","present selves, remaining, resort, set (selves), (be able to, can, with-) stand (fast, forth, -ing, still, up)."
3321,"יְצַב","yᵉtsab","yets-abe'","(Aramaic) corresponding to 3320 (יָצַב);","to be firm; hence, to speak surely","truth."
3322,"יָצַג","yâtsag","yaw-tsag'","a primitive root;","to place permanently","establish, leave, make, present, put, set, stay."
3323,"יִצְהָר","yitshâr","yits-hawr'","from 6671 (צָהַר);","oil (as producing light); figuratively, anointing","[phrase] anointed oil."
3324,"יִצְהָר","Yitshâr","yits-hawr'","the same as 3323 (יִצְהָר);","Jitshar, an Israelite","Izhar."
3325,"יִצְהָרִי","Yitshârîy","yits-haw-ree'","patronymically from 3324 (יִצְהָר);","a Jitsharite or descendant of Jitshar","Izeharites, Izharites."
3326,"יָצוּעַ","yâtsûwaʻ","yaw-tsoo'-ah","passive participle of 3331 (יַצַע);","spread, i.e. a bed; (architecture) an extension, i.e. wing or lean-to (a single story or collectively)","bed, chamber, couch."
3327,"יִצְחָק","Yitschâq","yits-khawk'","from 6711 (צָחַק); laughter (i.e. mochery);","Jitschak (or Isaac), son of Abraham","Isaac. Compare 3446 (יִשְׂחָק)."
3328,"יִצְחַר","Yitschar","yits-khar'","from the same as 6713 (צַחַר); he will shine;","Jitschar, an Israelite","and Zehoar (from the margin)."
3329,"יָצִיא","yâtsîyʼ","yaw-tsee'","from 3318 (יָצָא);","issue, i.e. offspring","those that came forth."
3330,"יַצִּיב","yatstsîyb","yats-tseeb'","(Aramaic) from 3321 (יְצַב)lemma יְצב missing vowel, corrected to יְצַבxlit yᵉtsêb corrected to yᵉtsab;","fixed, sure; concretely, certainty","certain(-ty), true, truth."
3331,"יַצַע","yatsaʻ","yaw-tsah'","a primitive root;","to strew as a surface","make (one's) bed, [idiom] lie, spread."
3332,"יָצַק","yâtsaq","yaw-tsak'","a primitive root;","properly, to pour out (transitive or intransitive); by implication, to melt or cast as metal; by extension, to place firmly, to stiffen or grow hard","cast, cleave fast, be (as) firm, grow, be hard, lay out, molten, overflow, pour (out), run out, set down, stedfast."
3333,"יְצֻקָה","yᵉtsuqâh","yets-oo-kaw'","passive participle feminine of 3332 (יָצַק);","poured out, i.e. run into amould","when it was cast."
3334,"יָצַר","yâtsar","yaw-tsar'","a primitive root;","to press (intransitive), i.e. be narrow; figuratively, be in distress","be distressed, be narrow, be straitened (in straits), be vexed."
3335,"יָצַר","yâtsar","yaw-tsar'","probably identical with 3334 (יָצַר) (through the squeezing into shape); (compare 3331 (יַצַע));","to mould into a form; especially as apotter; figuratively, to determine (i.e. form a resolution)","[idiom] earthen, fashion, form, frame, make(-r), potter, purpose."
3336,"יֵצֶר","yêtser","yay'-tser","from 3335 (יָצַר);","a form; figuratively, conception (i.e. purpose)","frame, thing framed, imagination, mind, work."
3337,"יֵצֶר","Yêtser","yay-tser","the same as 3336 (יֵצֶר);","Jetser, an Israelite","Jezer."
3338,"יָצֻר","yâtsur","yaw-tsoor'","passive participle of 3335 (יָצַר);","structure, i.e. limb or part","member.ql"
3339,"יִצְרִי","Yitsrîy","yits-ree'","from 3335 (יָצַר); formative;","Jitsri, an Israelite","Isri."
3340,"יִצְרִי","Yitsrîy","yits-ree'","; patronymically from 3337 (יֵצֶר);","a Jitsrite (collectively) or descendants of Jetser","Jezerites."
3341,"יָצַת","yâtsath","yaw-tsath'","a primitive root;","to burn or set on fire; figuratively, to desolate","burn (up), be desolate, set (on) fire (fire), kindle."
3342,"יֶקֶב","yeqeb","yeh'-keb","from an unused root meaning to excavate;","a trough (as dug out); specifically, a wine-vat (whether the lower one, into which the juice drains; or the upper, in which the grapes are crushed)","fats, presses, press-fat, wine(-press)."
3343,"יְקַבְצְאֵל","Yᵉqabtsᵉʼêl","yek-ab-tseh-ale'","from 6908 (קָבַץ) and 410 (אֵל); God will gather;","Jekabtseel, a place in Palestine","Jekabzeel. Compare 6909 (קַבְצְאֵל)."
3344,"יָקַד","yâqad","yaw-kad'","a primitive root;","to burn","(be) burn(-ing), [idiom] from the hearth, kindle."
3345,"יְקַד","yᵉqad","yek-ad'","(Aramaic) corresponding to 3344 (יָקַד)","{to burn}","burning."
3346,"יְקֵדָא","yᵉqêdâʼ","yek-ay-daw'","(Aramaic) from 3345 (יְקַד);","a conflagration","burning."
3347,"יׇקְדְעָם","Yoqdᵉʻâm","yok-deh-awm'","from 3344 (יָקַד) and 5971 (עַם); burning of (the) people;","Jokdeam, a place in Palestine","Jokdeam."
3348,"יָקֶה","Yâqeh","yaw-keh'","from an unused root probably meaning to obey; obedient;","Jakeh, a symbolical name (for Solomon)","Jakeh."
3349,"יִקָּהָה","yiqqâhâh","yik-kaw-haw'","from the same as 3348 (יָקֶה);","obedience","gathering, to obey."
3350,"יְקוֹד","yᵉqôwd","yek-ode'","from 3344 (יָקַד);","a burning","burning."
3351,"יְקוּם","yᵉqûwm","yek-oom'","from 6965 (קוּם);","properly, standing (extant), i.e. by implication, a living thing","(living) substance."
3352,"יָקוֹשׁ","yâqôwsh","yaw-koshe'","from 3369 (יָקֹשׁ);","properly, entangling; hence, a snarer","fowler."
3353,"יָקוּשׁ","yâqûwsh","yaw-koosh'","passive participle of 3369 (יָקֹשׁ);","properly, entangled, i.e. by implication (intransitively) a snare, or (transitive) a snarer","fowler, snare."
3354,"יְקוּתִיאֵל","Yᵉqûwthîyʼêl","yek-ooth-ee'-ale","from the same as 3348 (יָקֶה) and 410 (אֵל); obedience of God;","Jekuthiel, an Israelite","Jekuthiel."
3355,"יׇקְטָן","Yoqṭân","yok-tawn'","from 6994 (קָטֹן); he will be made little;","Joktan, an Arabian patriarch","Joktan."
3356,"יָקִים","Yâqîym","yaw-keem'","from 6965 (קוּם); he will raise;","Jakim, the name of two Israelites","Jakim. Compare 3079 (יְהוֹיָקִים)."
3357,"יַקִּיר","yaqqîyr","yak-keer'","from 3365 (יָקַר);","precious","dear."
3358,"יַקִּיר","yaqqîyr","yak-keer'","(Aramaic) corresponding to 3357 (יַקִּיר)","{precious}","noble, rare."
3359,"יְקַמְיָה","Yᵉqamyâh","yek-am-yaw'","from 6965 (קוּם) and 3050 (יָהּ); Jah will rise;","Jekamjah, the name of two Israelites","Jekamiah. Compare 3079 (יְהוֹיָקִים)."
3360,"יְקַמְעָם","Yᵉqamʻâm","yek-am'-awm","from 6965 (קוּם) and 5971 (עַם); (the) people will rise;","Jekamam, an Israelite","Jekameam. Compare 3079 (יְהוֹיָקִים), 3361 (יׇקְמְעָם)."
3361,"יׇקְמְעָם","Yoqmᵉʻâm","yok-meh-awm'","from 6965 (קוּם) and 5971 (עַם); (the) people will be raised;","Jokmeam, a place in Palestine","Jokmeam. Compare 3360 (יְקַמְעָם), 3362 (יׇקְנְעָם)."
3362,"יׇקְנְעָם","Yoqnᵉʻâm","yok-neh-awm'","from 6969 (קוּן) and 5971 (עַם); (the) people will be lamented;","Jokneam, a place in Palestine","Jokneam."
3363,"יָקַע","yâqaʻ","yaw-kah'","a primitive root;","properly, to sever oneself, i.e. (by implication) to be dislocated; figuratively, to abandon; causatively, to impale (and thus allow to drop to pieces by rotting)","be alienated, depart, hang (up), be out of joint."
3364,"יָקַץ","yâqats","yaw-kats'","a primitive root;","to awake (intransitive)","(be) awake(-d)."
3365,"יָקַר","yâqar","yaw-kar'","a primitive root;","properly, apparently, to be heavy, i.e. (figuratively) valuable; causatively, to make rare (figuratively, to inhibit)","be (make) precious, be prized, be set by, withdraw."
3366,"יְקָר","yᵉqâr","yek-awr'","from 3365 (יָקַר);","value, i.e. (concretely) wealth; abstractly, costliness, dignity","honour, precious (things), price."
3367,"יְקָר","yᵉqâr","yek-awr'","(Aramaic) corresponding to 3366 (יְקָר)","{value, i.e. (concretely) wealth; abstractly, costliness, dignity}","glory, honour."
3368,"יָקָר","yâqâr","yaw-kawr'","from 3365 (יָקַר);","valuable (objectively or subjectively)","brightness, clear, costly, excellent, fat, honourable women, precious, reputation."
3369,"יָקֹשׁ","yâqôsh","yaw-koshe'","a primitive root;","to ensnare (literally or figuratively)","fowler (lay a) snare."
3370,"יׇקְשָׁן","Yoqshân","yok-shawn'","from 3369 (יָקֹשׁ); insidious;","Jokshan, an Arabian patriarch","Jokshan."
3371,"יׇקְתְאֵל","Yoqthᵉʼêl","yok-theh-ale'","probably from the same as 3348 (יָקֶה) and 410 (אֵל); veneration of God (compare 3354 (יְקוּתִיאֵל));","Joktheel, the name of a place in Palestine, and of one in Idumaea","Joktheel."
3372,"יָרֵא","yârêʼ","yaw-ray'","a primitive root;","to fear; morally, to revere; caus. to frighten","affright, be (make) afraid, dread(-ful), (put in) fear(-ful, -fully, -ing), (be had in) reverence(-end), [idiom] see, terrible (act, -ness, thing)."
3373,"יָרֵא","yârêʼ","yaw-ray'","from 3372 (יָרֵא);","fearing; morally, reverent","afraid, fear (-ful)."
3374,"יִרְאָה","yirʼâh","yir-aw'","feminine of 3373 (יָרֵא);","fear (also used as infinitive); morally, reverence","[idiom] dreadful, [idiom] exceedingly, fear(-fulness)."
3375,"יִרְאוֹן","Yirʼôwn","yir-ohn'","from 3372 (יָרֵא); fearfulness;","Jiron, a place in Palestine","Iron."
3376,"יִרְאִיָּיה","Yirʼîyâyh","yir-ee-yaw'","from 3373 (יָרֵא) and 3050 (יָהּ); fearful of Jah;","Jirijah, an Israelite","Irijah."
3377,"יָרֵב","Yârêb","yaw-rabe'","from 7378 (רִיב); he will contend;","Jareb, a symbolical name for Assyria","Jareb. Compare 3402 (יָרִיב)."
3378,"יְרֻבַּעַל","Yᵉrubbaʻal","yer-oob-bah'-al","from 7378 (רִיב) and 1168 (בַּעַל); Baal will contend;","Jerubbaal, a symbolic name of Gideon","Jerubbaal."
3379,"יָרׇבְעָם","Yârobʻâm","yaw-rob-awm'","from 7378 (רִיב) and 5971 (עַם); (the) people will contend;","Jarobam, the name of two Israelite kings","Jeroboam."
3380,"יְרֻבֶּשֶׁת","Yᵉrubbesheth","yer-oob-beh'-sheth","from 7378 (רִיב) and 1322 (בֹּשֶׁת); shame (i.e. the idol) will contend;","Jerubbesheth, a symbolic name for Gideon","Jerubbesheth."
3381,"יָרַד","yârad","yaw-rad'","a primitive root;","to descend (literally, to go downwards; or conventionally to a lower region, as the shore, a boundary, the enemy, etc.; or figuratively, to fall); causatively, to bring down (in all the above applications)","[idiom] abundantly, bring down, carry down, cast down, (cause to) come(-ing) down, fall (down), get down, go(-ing) down(-ward), hang down, [idiom] indeed, let down, light (down), put down (off), (cause to, let) run down, sink, subdue, take down."
3382,"יֶרֶד","Yered","yeh'-red","from 3381 (יָרַד); a descent;","Jered, the name of an antediluvian, and of an Israelite","Jared."
3383,"יַרְדֵּן","Yardên","yar-dane'","from 3381 (יָרַד); a descender;","Jarden, the principal river of Palestine","Jordan."
3384,"יָרָה","yârâh","yaw-raw'","or (2 Chronicles 26:15) יָרָא; a primitive root;","properly, to flow as water (i.e. to rain); transitively, to lay or throw (especially an arrow, i.e. to shoot); figuratively, to point out (as if by aiming the finger), to teach","([phrase]) archer, cast, direct, inform, instruct, lay, shew, shoot, teach(-er,-ing), through."
3385,"יְרוּאֵל","Yᵉrûwʼêl","yer-oo-ale'","from 3384 (יָרָה) and 410 (אֵל); founded of God;","Jeruel, a place in Palestine","Jeruel."
3386,"יָרוֹחַ","Yârôwach","yaw-ro'-akh","perhaps denominative from 3394 (יָרֵחַ); (born at the) new moon;","Jaroach, an Israelite","Jaroah."
3387,"יָרוֹק","yârôwq","yaw-roke'","from 3417 (יָרָק);","green, i.e. an herb","green thing."
3388,"יְרוּשָׁא","Yᵉrûwshâʼ","yer-oo-shaw'","or יְרוּשָׁה feminine passive participle of 3423 (יָרַשׁ); possessed;","Jerusha or Jerushah, as Israelitess","Jerusha, Jerushah."
3389,"יְרוּשָׁלַ͏ִם","Yᵉrûwshâlaim","yer-oo-shaw-lah'-im","rarely יְרוּשָׁלַיִם; a dual (in allusion to its two main hills (the true pointing, at least of the former reading, seems to be that of 3390 (יְרוּשָׁלֵם))); probably from (the passive participle of) 3384 (יָרָה) and 7999 (שָׁלַם); founded peaceful;","Jerushalaim or Jerushalem, the capital city of Palestine","Jerusalem."
3390,"יְרוּשָׁלֵם","Yᵉrûwshâlêm","yer-oo-shaw-lame'","(Aramaic) corresponding to 3389 (יְרוּשָׁלַ͏ִם)","{Jerusalem}","{Jerusalem}"
3391,"יֶרַח","yerach","yeh'-rakh","from a unused root of uncertain signification;","a lunation, i.e. month","month, moon."
3392,"יֶרַח","Yerach","yeh'-rakh","the same as 3391 (יֶרַח);","Jerach, an Arabian patriarch","Jerah."
3393,"יְרַח","yᵉrach","yeh-rakh'","(Aramaic) corresponding to 3391 (יֶרַח);","a month","month."
3394,"יָרֵחַ","yârêach","yaw-ray'-akh","from the same as 3391 (יֶרַח);","the moon","moon. Yrechow. See 3405 (יְרִיחוֹ)."
3395,"יְרֹחָם","Yᵉrôchâm","yer-o-khawm'","from 7355 (רָחַם); compassionate;","Jerocham, the name of seven or eight Israelites","Jeroham."
3396,"יְרַחְמְאֵל","Yᵉrachmᵉʼêl","yer-akh-meh-ale'","from 7355 (רָחַם) and 410 (אֵל); God will compassionate;","Jerachmeel, the name of three Israelites","Jerahmeel."
3397,"יְרַחְמְאֵלִי","Yᵉrachmᵉʼêlîy","yer-akh-meh-ay-lee'","patronymically from 3396 (יְרַחְמְאֵל);","a Jerachmeelite or descendant of Jerachmeel","Jerahmeelites."
3398,"יַרְחָע","Yarchâʻ","yar-khaw'","probably of Egyptian origin;","Jarcha, an Egyptian","Jarha."
3399,"יָרַט","yâraṭ","yaw-rat'","a primitive root;","to precipitate or hurl (rush) headlong; (intransitively) to be rash","be perverse, turn over."
3400,"יְרִיאֵל","Yᵉrîyʼêl","yer-ee-ale'","from 3384 (יָרָה) and 410 (אֵל); thrown of God;","Jeriel, an Israelite","Jeriel. Compare 3385 (יְרוּאֵל)."
3401,"יָרִיב","yârîyb","yaw-rebe'","from 7378 (רִיב);","literally he will contend; properly, adjective, contentious; used as noun, an adversary","that content(-eth), that strive."
3402,"יָרִיב","Yârîyb","yaw-rebe'","the same as 3401 (יָרִיב);","Jarib, the name of three Israelites","Jarib."
3403,"יְרִיבַי","Yᵉrîybay","yer-eeb-ah'ee","from 3401 (יָרִיב); contentious;","Jeribai, an Israelite","Jeribai."
3404,"יְרִיָּה","Yᵉrîyâh","yer-ee-yaw'","or יְרִיָּהוּ; from 3384 (יָרָה) and 3050 (יָהּ); Jah will throw;","Jerijah, an Israelite","Jeriah, Jerijah."
3405,"יְרִיחוֹ","Yᵉrîychôw","yer-ee-kho'","or יְרֵחוֹ; or variation (1 Kings 16:34) יְרִיחֹה; perhaps from 3394 (יָרֵחַ); its month; or else from 7306 (רוּחַ); fragrant;","Jericho or Jerecho, a place in Palestine","Jericho."
3406,"יְרִימוֹת","Yᵉrîymôwth","yer-ee-mohth'","or יְרֵימוֹת; or יְרֵמוֹת; feminine plural from 7311 (רוּם); elevations;","Jerimoth or Jeremoth, the name of twelve Israelites","Jermoth, Jerimoth, and Ramoth (from the margin)."
3407,"יְרִיעָה","yᵉrîyʻâh","yer-ee-aw'","from 3415 (יָרַע);","a hanging (as tremulous)","curtain."
3408,"יְרִיעוֹת","Yᵉrîyʻôwth","yer-ee-ohth'","plural of 3407 (יְרִיעָה); curtains;","Jerioth, an Israelitess","Jerioth."
3409,"יָרֵךְ","yârêk","yaw-rake'","from an unused root meaning to be soft;","the thigh (from its fleshy softness); by euphemistically the generative parts; figuratively, a shank, flank, side","[idiom] body, loins, shaft, side, thigh."
3410,"יַרְכָא","yarkâʼ","yar-kaw'","(Aramaic) corresponding to 3411 (יְרֵכָה);","a thigh","thigh."
3411,"יְרֵכָה","yᵉrêkâh","yer-ay-kaw'","feminine of 3409 (יָרֵךְ);","properly, the flank; but used only figuratively, the rear or recess","border, coast, part, quarter, side."
3412,"יַרְמוּת","Yarmûwth","yar-mooth'","from 7311 (רוּם); elevation;","Jarmuth, the name of two places in Palestine","Jarmuth."
3413,"יְרֵמַי","Yᵉrêmay","yer-ay-mah'-ee","from 7311 (רוּם); elevated;","Jeremai, an Israelite","Jeremai."
3414,"יִרְמְיָה","Yirmᵉyâh","yir-meh-yaw'","or יִרְמְיָהוּ; from 7311 (רוּם) and 3050 (יָהּ); Jah will rise;","Jirmejah, the name of eight or nine Israelites","Jeremiah."
3415,"יָרַע","yâraʻ","yaw-rah'","a primitive root;","properly, to be broken up (with any violent action) i.e. (figuratively) to fear","be grevious (only Isaiah 15:4; the rest belong to 7489 (רָעַע))."
3416,"יִרְפְּאֵל","Yirpᵉʼêl","yir-peh-ale'","from 7495 (רָפָא) and 410 (אֵל); God will heal;","Jirpeel, a place in Palestine","Irpeel."
3417,"יָרָק","yârâq","yaw-rak'","a primitive root;","to spit","[idiom] but, spit."
3418,"יֶרֶק","yereq","yeh'-rek","from 3417 (יָרָק) (in the sense of vacuity of color);","properly, pallor, i.e. hence, the yellowish green of young and sickly vegetation; concretely, verdure, i.e. grass or vegetation","grass, green (thing)."
3419,"יָרָק","yârâq","yaw-rawk'","from the same as 3418 (יֶרֶק);","properly, green; concretely, a vegetable","green, herbs."
3420,"יֵרָקוֹן","yêrâqôwn","yay-raw-kone'","from 3418 (יֶרֶק);","paleness, whether of persons (from fright), or of plants (from drought)","greenish, yellow."
3421,"יׇרְקְעָם","Yorqᵉʻâm","yor-keh-awm'","from 7324 (רוּק) and 5971 (עַם); people will be poured forth;","Jorkeam, a place in Palestine","Jorkeam."
3422,"יְרַקְרַק","yᵉraqraq","yer-ak-rak'","from the same as 3418 (יֶרֶק);","yellowishness","greenish, yellow."
3423,"יָרַשׁ","yârash","yaw-rash'","or יָרֵשׁ; a primitive root;","to occupy (by driving out previous tenants, and possessing in their place); by implication, to seize, to rob, to inherit; also to expel, to impoverish, to ruin","cast out, consume, destroy, disinherit, dispossess, drive(-ing) out, enjoy, expel, [idiom] without fail, (give to, leave for) inherit(-ance, -or) [phrase] magistrate, be (make) poor, come to poverty, (give to, make to) possess, get (have) in (take) possession, seize upon, succeed, [idiom] utterly."
3424,"יְרֵשָׁה","yᵉrêshâh","yer-ay-shaw'","from 3423 (יָרַשׁ);","occupancy","possession."
3425,"יְרֻשָּׁה","yᵉrushshâh","yer-oosh-shaw'","from 3423 (יָרַשׁ);","something occupied; a conquest; also a patrimony","heritage, inheritance, possession."
3426,"יֵשׁ","yêsh","yaysh","perhaps from an unused root meaning to stand out, or exist; entity; used adverbially or as a copula for the substantive verb (1961 (הָיָה));","there is or are (or any other form of the verb to be, as may suit the connection)","(there) are, (he, it, shall, there, there may, there shall, there should) be, thou do, had, hast, (which) hath, (I, shalt, that) have, (he, it, there) is, substance, it (there) was, (there) were, ye will, thou wilt, wouldest."
3427,"יָשַׁב","yâshab","yaw-shab'","a primitive root;","properly, to sit down (specifically as judge. in ambush, in quiet); by implication, to dwell, to remain; causatively, to settle, to marry","(make to) abide(-ing), continue, (cause to, make to) dwell(-ing), ease self, endure, establish, [idiom] fail, habitation, haunt, (make to) inhabit(-ant), make to keep (house), lurking, [idiom] marry(-ing), (bring again to) place, remain, return, seat, set(-tle), (down-) sit(-down, still, -ting down, -ting (place) -uate), take, tarry."
3428,"יֶשֶׁבְאָב","Yeshebʼâb","yeh-sheb-awb'","from 3427 (יָשַׁב) and 1 (אָב); seat of (his) father;","Jeshebab, an Israelite","Jeshebeab."
3429,"יֹשֵׁב בַּשֶּׁבֶת","Yôshêb bash-Shebeth","yo-shabe' bash-sheh'-beth","from the active participle of 3427 (יָשַׁב) and 7674 (שֶׁבֶת), with a preposition and the article interposed; sitting in the seat;","Joshebbash-Shebeth, an Israelite","that sat in the seat."
3430,"יִשְׁבּוֹ בְּנֹב","Yishbôw bᵉ-Nôb","yish-bo'beh-nobe","from 3427 (יָשַׁב) and 5011 (נֹב), with a pronominal suffix and a preposition interposed; his dwelling (is) in Nob;","Jishbo-be-Nob, a Philistine","Ishbi-benob (from the margin)."
3431,"יִשְׁבַּח","Yishbach","yish-bakh'","from 7623 (שָׁבַח); he will praise;","Jishbach, an Israelite","Ishbah."
3432,"יָשֻׁבִי","Yâshubîy","yaw-shoo-bee'","patronymically from 3437 (יָשׁוּב);","a Jashubite, or descendant of Jashub","Jashubites."
3433,"יָשֻׁבִי לֶחֶם","Yâshubîy Lechem","yaw-shoo-bee' leh'-khem","from 7725 (שׁוּב) and 3899 (לֶחֶם); returner of bread;","Jashubi-Lechem, an Israelite","Jashubi-lehem. (Prob. the text should be pointed יֹשְׁבֵי לֶחֶם and rendered '(they were) inhabitants of Lechem,' i.e. of Bethlehem (by contraction). Compare 3902 (לַחְמִי))."
3434,"יָשׇׁבְעָם","Yâshobʻâm","yaw-shob-awm'","from 7725 (שׁוּב) and 5971 (עַם); people will return;","Jashobam, the name of two or three Israelites","Jashobeam."
3435,"יִשְׁבָּק","Yishbâq","yish-bawk'","from an unused root corresponding to 7662 (שְׁבַק); he will leave;","Jishbak, a son of Abraham","Ishbak."
3436,"יׇשְׁבְּקָשָׁה","Yoshbᵉqâshâh","yosh-bek-aw-shaw'","from 3427 (יָשַׁב) and 7186 (קָשֶׁה); a hard seat;","Joshbekashah, an Israelite","Joshbekashah."
3437,"יָשׁוּב","Yâshûwb","yaw-shoob'","or יָשִׁיב; from 7725 (שׁוּב); he will return;","Jashub, the name of two Israelites","Jashub."
3438,"יִשְׁוָה","Yishvâh","yish-vaw'","from 7737 (שָׁוָה); he will level;","Jishvah, an Israelite","Ishvah, Isvah."
3439,"יְשׁוֹחָיָה","Yᵉshôwchâyâh","yesh-o-khaw-yaw'","from the same as 3445 (יֶשַׁח) and 3050 (יָהּ); Jah will empty;","Jeshochajah, an Israelite","Jeshoaiah."
3440,"יִשְׁוִי","Yishvîy","yish-vee'","from 7737 (שָׁוָה); level;","Jishvi, the name of two Israelites","Ishuai, Ishvi, Isui, Jesui."
3441,"יִשְׁוִי","Yishvîy","yish-vee'","patronymically from 3440 (יִשְׁוִי);","a Jishvite (collectively) or descendants of Jishvi","Jesuites."
3442,"יֵשׁוּעַ","Yêshûwaʻ","yay-shoo'-ah","for 3091 (יְהוֹשׁוּעַ); he will save;","Jeshua, the name of ten Israelites, also of a place in Palestine","Jeshua."
3443,"יֵשׁוּעַ","Yêshûwaʻ","yay-shoo'-ah","(Aramaic) corresponding to 3442 (יֵשׁוּעַ)","{Jeshua, the name of ten Israelites, also of a place in Palestine}","Jeshua."
3444,"יְשׁוּעָה","yᵉshûwʻâh","yesh-oo'-aw","feminine passive participle of 3467 (יָשַׁע);","something saved, i.e. (abstractly) deliverance; hence, aid, victory, prosperity","deliverance, health, help(-ing), salvation, save, saving (health), welfare."
3445,"יֶשַׁח","yeshach","yeh'-shakh","from an unused root meaning to gape (as the empty stomach);","hunger","casting down."
3446,"יִשְׂחָק","Yischâq","yis-khawk'","from 7831 (שַׁחֲצוֹם); he will laugh;","Jischak, the heir of Abraham","Isaac. Compare 3327 (יִצְחָק)."
3447,"יָשַׁט","yâshaṭ","yaw-shat'","a primitive root;","to extend","hold out."
3448,"יִשַׁי","Yishay","yee-shah'-ee","by Aramaic אִישַׁי; from the same as 3426 (יֵשׁ); extant;","Jishai, David's father","Jesse."
3449,"יִשִּׁיָּה","Yishshîyâh","yish-shee-yaw'","or יִשִּׁיָּהוּ; from 5383 (נָשָׁה) and 3050 (יָהּ); Jah will lend;","Jishshijah, the name of five Israelites","Ishiah, Isshiah, Ishijah, Jesiah."
3450,"יְשִׁימָאֵל","Yᵉshîymâʼêl","yes-eem-aw-ale'","from 7760 (שׂוּם) and 410 (אֵל); God will place;","Jesimael, an Israelite","Jesimael."
3451,"יְשִׁימַה","yᵉshîymah","yesh-ee-maw'","from 3456 (יָשַׁם);","desolation","let death seize (from the margin)."
3452,"יְשִׁימוֹן","yᵉshîymôwn","yesh-ee-mone'","from 3456 (יָשַׁם);","a desolation","desert, Jeshimon, solitary, wilderness."
3453,"יָשִׁישׁ","yâshîysh","yaw-sheesh'","from 3486 (יָשֵׁשׁ);","an old man","(very) aged (man), ancient, very old."
3454,"יְשִׁישָׁי","Yᵉshîyshây","yesh-ee-shah'-ee","from 3453 (יָשִׁישׁ); aged;","Jeshishai, an Israelite","Jeshishai."
3455,"יָשַׂם","yâsam","yaw-sam'","a primitive root;","to place; intransitively, to be placed","be put (set)."
3456,"יָשַׁם","yâsham","yaw-sham'","a primitive root;","to lie waste","be desolate."
3457,"יִשְׁמָא","Yishmâʼ","yish-maw'","from 3456 (יָשַׁם); desolate;","Jishma, an Israelite","Ishma."
3458,"יִשְׁמָעֵאל","Yishmâʻêʼl","yish-maw-ale'","from 8085 (שָׁמַע) and 410 (אֵל); God will hear;","Jishmael, the name of Abraham's oldest son, and of five Israelites","Ishmael."
